PMID,Abstract,pubdate,authors,sorttitle,pages,lang,nlmuniqueid,fulljournalname,elocationid,doctype,publisherlocation,publishername,srcdate,sortpubdate,sortfirstauthor,ReviewerA,ReviewerB
22955352,"Each individual can be distinguished by the heterogeneity of the trillions of microbes inhabiting his gastrointestinal tract. This concept, together with the role that gut microbiota is considered to play in the induction of metabolic diseases, paves the way for the development of personalized medicine. By exploiting our unique animal model of metabolic adaptation to a high-fat diet, we have recently shown that differential gut microbiota lead to different metabolic phenotypes--metabotypes. Moreover, we have also reported that a given metabotype can be distinguished by different profiles of gut microbes, symptomatic of the complexity of the regulation of host physiology by gut microbiota. Furthermore, in an effort to find bacterial predictors of type 2 diabetes (T2D), we discovered that in a healthy population, subjects who subsequently developed T2D had increased blood levels of bacterial 16S rDNA well before. In addition, tissue (blood) microbiota, mainly characterized by Proteobacteria (up to 90%), has been discovered both in healthy individuals and in diabetic patients. Altogether, our results confirm the presence of gut microbes and propose tissue microbiota as new targets for the innovative treatment of T2D.",2012 Oct,"Serino M, Blasco-Baque V, Burcelin R",microbes on air gut and tissue microbiota as targets in type 2 diabetes,S27-8,eng,7910017,Journal of clinical gastroenterology,doi: 10.1097/MCG.0b013e318264e844,citation,NA,NA,NA,2012/10/01 00:00,Serino M,7,6
27462302,"Studies of the gut microbiome variation among human populations revealed the existence of robust compositional and functional layouts matching the three subsistence strategies that describe a trajectory of changes across our recent evolutionary history: hunting and gathering, rural agriculture, and urban post-industrialized agriculture. In particular, beside the overall reduction of ecosystem diversity, the gut microbiome of Western industrial populations is typically characterized by the loss of Treponema and the acquisition of Bifidobacterium as an abundant inhabitant of the post-weaning gut microbial ecosystem. In order to advance the hypothesis about the possible adaptive nature of this exchange, here we explore specific functional attributes that correspond to the mutually exclusive presence of Treponema and Bifidobacterium using publically available gut metagenomic data from Hadza hunter-gatherers and urban industrial Italians. According to our findings, Bifidobacterium provides the enteric ecosystem with a diverse panel of saccharolytic functions, well suited to the array of gluco- and galacto-based saccharides that abound in the Western diet. On the other hand, the metagenomic functions assigned to Treponema are more predictive of a capacity to incorporate complex polysaccharides, such as those found in unrefined plant foods, which are consistently incorporated in the Hadza diet. Finally, unlike Treponema, the Bifidobacterium metagenome functions include genes that permit the establishment of microbe-host immunological cross-talk, suggesting recent co-evolutionary events between the human immune system and Bifidobacterium that are adaptive in the context of agricultural subsistence and sedentary societies.",2016,"Soverini M, Rampelli S, Turroni S, Schnorr SL, Quercia S, Castagnetti A, Biagi E, Brigidi P, Candela M",variations in the post weaning human gut metagenome profile as result of bifidobacterium acquisition in the western microbiome,1058,eng,101548977,Frontiers in microbiology,doi: 10.3389/fmicb.2016.01058,citation,NA,NA,NA,2016/07/12 00:00,Soverini M,7,11
23966330,"The active form of vitamin D [1,25-dihydroxycholecalciferol, 1,25(OH)2D3] and the vitamin D receptor (VDR) regulate susceptibility to experimental colitis. The effect of the bacterial microflora on the susceptibility of C57BL/6 mice to dextran sodium sulfate-induced colitis was determined. Mice that cannot produce 1,25(OH)2D3 [Cyp27b1 (Cyp) knockout (KO)], VDR KO as well as their wild-type littermates were used. Cyp KO and VDR KO mice had more bacteria from the Bacteroidetes and Proteobacteria phyla and fewer bacteria from the Firmicutes and Deferribacteres phyla in the feces compared with wild-type. In particular, there were more beneficial bacteria, including the Lactobacillaceae and Lachnospiraceae families, in feces from Cyp KO and VDR KO mice than in feces from wild-type. Helicobacteraceae family member numbers were elevated in Cyp KO compared with wild-type mice. Depletion of the gut bacterial flora using antibiotics protected mice from colitis. 1,25(OH)2D3 treatment (1.25 μg/100 g diet) of Cyp KO mice decreased colitis severity and reduced the numbers of Helicobacteraceae in the feces compared with the numbers in the feces of untreated Cyp KO mice. The mechanisms by which the dysbiosis occurs in VDR KO and Cyp KO mice included lower expression of E-cadherin on gut epithelial and immune cells and fewer tolerogenic dendritic cells that resulted in more gut inflammation in VDR and Cyp KO mice compared with wild-type mice. Increased host inflammation has been shown to provide pathogens with substrates to out-compete more beneficial bacterial species. Our data demonstrate that vitamin D regulates the gut microbiome and that 1,25(OH)2D3 or VDR deficiency results in dysbiosis, leading to greater susceptibility to injury in the gut.",2013 Oct,"Ooi JH, Li Y, Rogers CJ, Cantorna MT",vitamin d regulates the gut microbiome and protects mice from dextran sodium sulfate induced colitis,1679-86,eng,0404243,The Journal of nutrition,doi: 10.3945/jn.113.180794,citation,NA,NA,NA,2013/10/01 00:00,Ooi JH,7,9
25915857,"The gastrointestinal tract constitutes a physiological interface integrating nutrient and microbiota-host metabolism. Conjugated linoleic acids (CLA) have been reported to contribute to decreased body weight and fat accretion. The modulation by dietary CLA of stomach proteins related to energy homeostasis or microbiota may be involved, although this has not been previously analysed. This is examined in the present study, which aims to underline the potential mechanisms of CLA which contribute to body weight regulation. Adult mice were fed either a normal fat (NF, 12% kJ content as fat) or a high-fat (HF, 43% kJ content as fat) diet. In the latter case, half of the animals received daily oral supplementation of CLA. Expression and content of stomach proteins and specific bacterial populations from caecum were analysed. CLA supplementation was associated with an increase in stomach protein expression, and exerted a prebiotic action on both Bacteroidetes/Prevotella and Akkermansia muciniphila. However, CLA supplementation was not able to override the negative effects of HF diet on Bifidobacterium spp., which was decreased in both HF and HF+CLA groups. Our data show that CLA are able to modulate stomach protein expression and exert a prebiotic effect on specific gut bacterial species.",2015,"Chaplin A, Parra P, Serra F, Palou A",conjugated linoleic acid supplementation under a high fat diet modulates stomach protein expression and intestinal microbiota in adult mice,e0125091,eng,101285081,PloS one,doi: 10.1371/journal.pone.0125091,citation,NA,NA,NA,2015/04/27 00:00,Chaplin A,7,1
28706193,"Obesity and dyslipidemia are hallmarks of metabolic and cardiovascular diseases. Polydextrose (PDX), a soluble fiber has lipid lowering effects. We hypothesize that PDX reduces triglycerides and cholesterol by influencing gut microbiota, which in turn modulate intestinal gene expression. C57BL/6 male mice were fed a Western diet (WD) ±75 mg PDX twice daily by oral gavage for 14 days. Body weight and food intake were monitored daily. Fasting plasma lipids, caecal microbiota and gene expression in intestine and liver were measured after 14 days of feeding. PDX supplementation to WD significantly reduced food intake (p < 0.001), fasting plasma triglyceride (p < 0.001) and total cholesterol (p < 0.05). Microbiome analysis revealed that the relative abundance of Allobaculum, Bifidobacterium and Coriobacteriaceae taxa associated with lean phenotype, increased in WD + PDX mice. Gene expression analysis with linear mixed-effects model showed consistent downregulation of Dgat1, Cd36, Fiaf and upregulation of Fxr in duodenum, jejunum, ileum and colon in WD + PDX mice. Spearman correlations indicated that genera enriched in WD + PDX mice inversely correlated with fasting lipids and downregulated genes Dgat1, Cd36 and Fiaf while positively with upregulated gene Fxr. These results suggest that PDX in mice fed WD promoted systemic changes via regulation of the gut microbiota and gene expression in intestinal tract.",2017 Jul 13,"Raza GS, Putaala H, Hibberd AA, Alhoniemi E, Tiihonen K, Mäkelä KA, Herzig KH",polydextrose changes the gut microbiome and attenuates fasting triglyceride and cholesterol levels in western diet fed mice,5294,eng,101563288,Scientific reports,doi: 10.1038/s41598-017-05259-3,citation,NA,NA,NA,2017/07/13 00:00,Raza GS,7,4
28257664,"The gut microbiota has been reported to play a critical role in metabolic diseases, including in diabetes. Polygonatum kingianum has been used in the treatment of diabetes and related diseases in China for centuries. Total saponins (TSPK) and total polysaccharides (PSPK) were reported to be major types of active constituents of P. kingianum. This research aims at investigation of their therapeutical mechanisms on diabetes based on the regulation of gut microbiota.Type 2 diabetes (T2D) rats were induced by high-fat diet (HFD) and streptozotocin-injection from male Sprague-Dawley (SD) rats. The blood biochemical indicators were measured. Intestinal microbial diversities and the overall structural changes in gut microbiota and the contents of the short chain fatty acids (SCFAs) were discussed.T2D rats were treated with TSPK (0.025 and 0.1g/kg) and PSPK (0.1g/kg) for 56 days. Major biochemical indexes, such as fasting blood glucose (FBG), fasting insulin (FINS) and lipopolysaccharide (LPS), were measured. Intestinal microbial diversities and the overall structural changes in gut microbiota were discussed based on the sequencing results on V4 region of 16S rDNA. Moreover, the contents of the SCFAs in faeces, which were fermentation products produced from gut microbiota were determined by gas chromatography (GC).Oral administration of TSPK and PSPK prevented the increase of FBG. TSPK (0.025g/kg) enhancing the content of FINS at the end of research. Furthermore, TSPK and PSPK improved the intestinal microecology by decreasing the abundances of Bacteroidetes and Proteobacteria, and increasing that of Firmicutes. However, TSPK.L, PSPK and TSPK.H displayed discrepant regulation roles on Firmicutes. TSPK.L and PSPK significantly increased the abundance of Ruminococcaceae family and Ruminococcus genus in Firmicutes phylum, however, TSPK.H increased the abundances of Veillonellaceae family and Anaerovibrio genus. 57 Key variables, altered after treated by TSPK and PSPK, correlated to the alternations of FBG, FINS, LPS and body weight were identified. In addition, TSPK.L, PSPK and TSPK.H showed different adjustment on the contents of SCFAs.These results suggested that, compared to the normal rats, the structure of gut microbiota was significantly changed in diabetic rats. Oral administration with TSPK and PSPK could prevent T2D by its regulation role on the gut microbiota.Copyright © 2017 Elsevier GmbH. All rights reserved.",2017 Mar 15,"Yan H, Lu J, Wang Y, Gu W, Yang X, Yu J",intake of total saponins and polysaccharides from polygonatum kingianum affects the gut microbiota in diabetic rats,45-54,eng,9438794,Phytomedicine : international journal of phytotherapy and phytopharmacology,doi: 10.1016/j.phymed.2017.01.007,citation,NA,NA,NA,2017/03/15 00:00,Yan H,7,3
23566632,"Modulation of the gut microbiota with diet and probiotic bacteria can restore intestinal homeostasis in inflammatory conditions and alter behavior via the gut-brain axis. The purpose of this study was to determine whether the modulatory effects of probiotics differ depending on diet and mouse genotype. At weaning, wild type (WT) and IL-10 deficient (IL-10(-/-)) 129/SvEv mice were placed on a standard mouse chow or a Western-style diet (fat 33%, refined carbohydrate 49%)±Lactobacillus helveticus ROO52 (10(9)cfu/d) for 21 days. Animal weight and food eaten were monitored weekly. Intestinal immune function was analysed for cytokine expression using the Meso Scale Discovery platform. Spatial memory and anxiety-like behavior was assessed in a Barnes maze. Terminal restriction fragment length polymorphism (TRFLP) was used to analyze the fecal microbiota. Both WT and IL-10(-/-) mice on a Western diet had increased weight gain along with changes in gut microbiota and cytokine expression and altered anxiety-like behavior. The ability of L. helveticus to modulate these factors was genotype- and diet-dependent. Anxiety-like behavior and memory were negatively affected by Western-style diet depending on inflammatory state, but this change was prevented with L. helveticus administration. However, probiotics alone decreased anxiety-like behavior in WT mice on a chow diet. Mice on the Western diet had decreased inflammation and fecal corticosterone, but these markers did not correlate with changes in behavior. Analysis of bacterial phyla from WT and IL-10(-/-)mice showed discrete clustering of the groups to be associated with both diet and probiotic supplementation, with the diet-induced shift normalized to some degree by L. helveticus. These findings suggest that the type of diet consumed by the host and the presence or absence of active inflammation may significantly alter the ability of probiotics to modulate host physiological function.Copyright © 2013 Elsevier Ltd. All rights reserved.",2013 Sep,"Ohland CL, Kish L, Bell H, Thiesen A, Hotte N, Pankiv E, Madsen KL",effects of lactobacillus helveticus on murine behavior are dependent on diet and genotype and correlate with alterations in the gut microbiome,1738-47,eng,7612148,Psychoneuroendocrinology,doi: 10.1016/j.psyneuen.2013.02.008,citation,NA,NA,NA,2013/09/01 00:00,Ohland CL,8,4
28126594,"Obesity and its related metabolic disorders are closely correlated with gut dysbiosis. Montmorillonite is a common medicine used to treat diarrhea. We have previously found that dietary lipid adsorbent-montmorillonite (DLA-M) has an unexpected role in preventing obesity. The aim of this study was to further investigate whether DLA-M regulates intestinal absorption and gut microbiota to prevent obesity-related metabolic disorders. Here, we show that DLA-M absorbs free fatty acids (FFA) and endotoxins in vitro and in vivo. Moreover, the combination of fluorescent tracer technique and polarized light microscopy showed that DLA-M crystals immobilized BODIPY® FL C16 and FITC-LPS, respectively, in the digestive tract in situ. HFD-fed mice treated with DLA-M showed mild changes in the composition of the gut microbiota, particularly increases in short-chain fatty acids (SCFA)-producing Blautia bacteria and decreases in endotoxin-producing Desulfovibrio bacteria, these changes were positively correlated with obesity and inflammation. Our results indicated that DLA-M immobilizes FFA and endotoxins in the digestive tract via the adsorption-excretion axis and DLA-M may potentially be used as a prebiotic to prevent intestinal dysbiosis and obesity-associated metabolic disorders in obese individuals.Copyright © 2017 The Authors. Published by Elsevier B.V. All rights reserved.",2017 Feb,"Xu P, Hong F, Wang J, Cong Y, Dai S, Wang S, Wang J, Jin X, Wang F, Liu J, Zhai Y",microbiome remodeling via the montmorillonite adsorption excretion axis prevents obesity related metabolic disorders,251-261,eng,101647039,EBioMedicine,doi: 10.1016/j.ebiom.2017.01.019,citation,NA,NA,NA,2017/02/01 00:00,Xu P,8,7
17183312,"The worldwide obesity epidemic is stimulating efforts to identify host and environmental factors that affect energy balance. Comparisons of the distal gut microbiota of genetically obese mice and their lean littermates, as well as those of obese and lean human volunteers have revealed that obesity is associated with changes in the relative abundance of the two dominant bacterial divisions, the Bacteroidetes and the Firmicutes. Here we demonstrate through metagenomic and biochemical analyses that these changes affect the metabolic potential of the mouse gut microbiota. Our results indicate that the obese microbiome has an increased capacity to harvest energy from the diet. Furthermore, this trait is transmissible: colonization of germ-free mice with an 'obese microbiota' results in a significantly greater increase in total body fat than colonization with a 'lean microbiota'. These results identify the gut microbiota as an additional contributing factor to the pathophysiology of obesity.",2006 Dec 21,"Turnbaugh PJ, Ley RE, Mahowald MA, Magrini V, Mardis ER, Gordon JI",obesity associated gut microbiome with increased capacity for energy harvest,1027-31,eng,0410462,Nature,NA,citation,NA,NA,NA,2006/12/21 00:00,Turnbaugh PJ,8,5
25781200,"The Chinese population has undergone rapid transition to a high-fat diet. Furthermore, monosodium L-glutamate (MSG) is widely used as a flavour enhancer in China. Previous studies have reported that high-fat diet modifies intestinal metabolism and physiology. However, little information is available on the effects of oral MSG on intestine, and no study focus on the interaction of dietary fat and MSG for intestinal health. The aim of the present study was to evaluate the effects of MSG and dietary fat on intestinal health in growing pigs, and to try to identify possible interactions between these 2 nutrients for such effects. A total of 32 growing pigs were used and fed with 4 isonitrogenous and isocaloric diets (basal diet, high-fat diet, basal diet with 3% MSG and high fat diet with 3% MSG). Parameters related to reactive oxygen species metabolism, epithelial morphology, pro-inflammation factors and tight junction protein expression and several species of intestinal microbe were measured. Overall, dietary fat and MSG had detrimental effects on several of the physiological and inflammatory parameters measured in the proximal intestine, while exerting beneficial effects on the distal intestine in growing pigs, with generally antagonistic effects. These results may be of particular relevance for nutritional concerns in patients with intestinal diseases.",2015 Apr,"Feng Z, Li T, Wu C, Tao L, Blachier F, Yin Y",monosodium l glutamate and dietary fat exert opposite effects on the proximal and distal intestinal health in growing pigs,353-63,eng,101264333,"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme",doi: 10.1139/apnm-2014-0434,citation,NA,NA,NA,2015/04/01 00:00,Feng Z,8,6
23940754,"An increasing number of studies indicate that dairy products, including whey protein, alleviate several disorders of the metabolic syndrome. Here, we investigated the effects of whey protein isolate (whey) in mice fed a high-fat diet hypothesising that the metabolic effects of whey would be associated with changes in the gut microbiota composition. Five-week-old male C57BL/6 mice were fed a high-fat diet ad libitum for 14 weeks with the protein source being either whey or casein. Faeces were collected at week 0, 7, and 13 and the fecal microbiota was analysed by denaturing gradient gel electrophoresis analyses of PCR-derived 16S rRNA gene (V3-region) amplicons. At the end of the study, plasma samples were collected and assayed for glucose, insulin and lipids. Whey significantly reduced body weight gain during the first four weeks of the study compared with casein (P<0.001-0.05). Hereafter weight gain was similar resulting in a 15% lower final body weight in the whey group relative to casein (34.0±1.0 g vs. 40.2±1.3 g, P<0.001). Food intake was unaffected by protein source throughout the study period. Fasting insulin was lower in the whey group (P<0.01) and glucose clearance was improved after an oral glucose challenge (P<0.05). Plasma cholesterol was lowered by whey compared to casein (P<0.001). The composition of the fecal microbiota differed between high- and low-fat groups at 13 weeks (P<0.05) whereas no difference was seen between whey and casein. In conclusion, whey initially reduced weight gain in young C57BL/6 mice fed a high-fat diet compared to casein. Although the effect on weight gain ceased, whey alleviated glucose intolerance, improved insulin sensitivity and reduced plasma cholesterol. These findings could not be explained by changes in food intake or gut microbiota composition. Further studies are needed to clarify the mechanisms behind the metabolic effects of whey.",2013,"Tranberg B, Hellgren LI, Lykkesfeldt J, Sejrsen K, Jeamet A, Rune I, Ellekilde M, Nielsen DS, Hansen AK",whey protein reduces early life weight gain in mice fed a high fat diet,e71439,eng,101285081,PloS one,doi: 10.1371/journal.pone.0071439,citation,NA,NA,NA,2013/08/06 00:00,Tranberg B,8,10
27001279,"A high-fat diet (HFD) induces obesity and the associated increases in blood glucose and inflammation through changes in gut microbiota, endotoxemia, and increased gut permeability. To counteract this, researchers have suggested that the use of probiotics that suppress production of proinflammatory lipopolysaccharide (LPS). Here, we tested whether Lactobacillus sakei OK67, which inhibits gut microbiota LPS production selected from among the lactic acid bacteria isolated from kimchi, exerted antihypoglycemic or anti-inflammatory effects in HFD-fed mice. Mice were randomly divided into 2 groups and fed an HFD or a low-fat diet for 4 weeks. These groups were further subdivided; 1 subgroup was treated with L sakei OK67 and fed the experimental diet for 4.5 weeks, whereas the other subgroup was fed the experimental diet alone. L sakei OK67 treatment lowered HFD-elevated LPS levels in blood and colonic fluid and significantly decreased HFD-elevated fasting blood glucose levels and the area under the curve in an oral glucose tolerance test. L sakei OK67 treatment inhibited HFD-induced body and epididymal fat weight gains, suppressed HFD-induced tumor necrosis factor-α and interleukin-1β expression and nuclear factor-κB activation in the colon, and significantly increased HFD-suppressed interleukin-10 and tight junction protein expression in the colon. Oral administration of L sakei OK67 significantly downregulated HFD-induced expression of peroxisome proliferator-activated receptor γ, fatty acid synthase, and tumor necrosis factor-α in adipose tissue. In addition, L sakei OK67 treatment strongly inhibited nuclear factor-κB activation in LPS-stimulated peritoneal macrophages. We report that L sakei OK67 ameliorates HFD-induced hyperglycemia and obesity by reducing inflammation and increasing the expression of colon tight junction proteins in mice.Copyright © 2016 Elsevier Inc. All rights reserved.",2016 Apr,"Lim SM, Jeong JJ, Woo KH, Han MJ, Kim DH",lactobacillus sakei ok67 ameliorates high fat diet induced blood glucose intolerance and obesity in mice by inhibiting gut microbiota lipopolysaccharide production and inducing colon tight junction protein expression,337-348,eng,8303331,"Nutrition research (New York, N.Y.)",doi: 10.1016/j.nutres.2015.12.001,citation,NA,NA,NA,2016/04/01 00:00,Lim SM,8,11
26568112,"The human gut microbiota interacts closely with human diet and physiology. To better understand the mechanisms behind this relationship, gut microbiome research relies on complementing human studies with manipulations of animal models, including non-human primates. However, due to unique aspects of human diet and physiology, it is likely that host-gut microbe interactions operate differently in humans and non-human primates.Here, we show that the human microbiome reacts differently to a high-protein, high-fat Western diet than that of a model primate, the African green monkey, or vervet (Chlorocebus aethiops sabaeus). Specifically, humans exhibit increased relative abundance of Firmicutes and reduced relative abundance of Prevotella on a Western diet while vervets show the opposite pattern. Predictive metagenomics demonstrate an increased relative abundance of genes associated with carbohydrate metabolism in the microbiome of only humans consuming a Western diet.These results suggest that the human gut microbiota has unique properties that are a result of changes in human diet and physiology across evolution or that may have contributed to the evolution of human physiology. Therefore, the role of animal models for understanding the relationship between the human gut microbiota and host metabolism must be re-focused.",2015 Nov 16,"Amato KR, Yeoman CJ, Cerda G, Schmitt CA, Cramer JD, Miller ME, Gomez A, Turner TR, Wilson BA, Stumpf RM, Nelson KE, White BA, Knight R, Leigh SR",variable responses of human and non human primate gut microbiomes to a western diet,53,eng,101615147,Microbiome,doi: 10.1186/s40168-015-0120-7,citation,NA,NA,NA,2015/11/16 00:00,Amato KR,8,9
26184884,"The gut microbiota is linked with human health, and by manipulating its composition, health conditions might be improved. The aim of this study was to investigate whether two barley products, whole-grain barley and barley malt, caused differentiation of the cecal microbiota in rats fed high-fat diets and whether there were correlations with the short-chain fatty acids formed.Male Wistar rats were given barley or malt (7-8 dietary fiber/100 g) for 4 weeks. Cellulose was used as a control, and the cecal microbiota was analyzed with next-generation sequencing of 16S rDNA. The barley group had higher abundances of Verrucomicrobia and Actinobacteria and lower abundances of Firmicutes and Deferribacteres than the control group; the alpha diversity was also lower. At the genus level, the barley group had higher abundances of Akkermansia, Ruminococcus, Blautia, and Bilophila. Turicibacter and Roseburia were more abundant in the malt group, and Parabacteroides, Dorea and rc4-4 were enriched in the control group. Most genera correlated with acetic and propionic acids, but Roseburia and Turicibacter instead correlated with butyric acid. Succinic acid correlated with Clostridium and Akkermansia.Bioprocessing is a potential method to modulate the gut microbiota for enhanced effects on human health.© 2015 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.",2015 Oct,"Zhong Y, Nyman M, Fåk F",modulation of gut microbiota in rats fed high fat diets by processing whole grain barley to barley malt,2066-76,eng,101231818,Molecular nutrition &amp; food research,doi: 10.1002/mnfr.201500187,citation,NA,NA,NA,2015/10/01 00:00,Zhong Y,8,2
27822551,"Diet plays an important role in shaping the structure and function of the gut microbiota. The microbes and microbial products in turn can influence various aspects of host physiology. One promising route to affect host function and restore health is by altering the gut microbiome using dietary intervention. The individuality of the microbiome may pose a significant challenge, so we sought to determine how different microbiotas respond to the same dietary intervention in a controlled setting. We modeled gut microbiotas from three healthy donors in germfree mice and defined compositional and functional alteration following a change in dietary microbiota-accessible carbohydrates (MACs). The three gut communities exhibited responses that differed markedly in magnitude and in the composition of microbiota-derived metabolites. Adjustments in community membership did not correspond to the magnitude of changes in the microbial metabolites, highlighting potential challenges in predicting functional responses from compositional data and the need to assess multiple microbiota parameters following dietary interventions. IMPORTANCE Dietary modification has long been used empirically to modify symptoms in inflammatory bowel disease, irritable bowel syndrome, and a diverse group of diseases with gastrointestinal symptoms. There is both anecdotal and scientific evidence to suggest that individuals respond quite differently to similar dietary changes, and the highly individualized nature of the gut microbiota makes it a prime candidate for these differences. To overcome the typical confounding factors of human dietary interventions, here we employ ex-germfree mice colonized by microbiotas of three different humans to test how different microbiotas respond to a defined change in carbohydrate content of diet by measuring changes in microbiota composition and function using marker gene-based next-generation sequencing and metabolomics. Our findings suggest that the same diet has very different effects on each microbiota's membership and function, which may in turn explain interindividual differences in response to a dietary ingredient.",2016 Sep-Oct,"Smits SA, Marcobal A, Higginbottom S, Sonnenburg JL, Kashyap PC",individualized responses of gut microbiota to dietary intervention modeled in humanized mice,NA,eng,101680636,mSystems,pii: e00098-16,citation,NA,NA,NA,2016/09/06 00:00,Smits SA,8,12
25367938,A high-fat diet alters the composition of the gut microbiome to promote intestinal tumorigenesis.©2014 American Association for Cancer Research.,2014 Nov,NA,diet induced dysbiosis influences susceptibility to intestinal cancer,1252,eng,101561693,Cancer discovery,doi: 10.1158/2159-8290.CD-RW2014-192,citation,NA,NA,NA,2014/11/01 00:00,NA,8,1
26129950,"Increasing evidence suggests that maintenance of homeostasis between gut microbiota and host plays an important role in human health. Many diseases, such as those affecting the liver, have been linked to imbalances in gut microbial communities. However, it is not clear whether an imbalance in gut microbiota promotes the onset of liver injury or if the imbalance results from the pathological state. In the current study, antibiotics were used to disturb the gut microbiota of both rats fed a high-cholesterol diet and rats fed a normal diet (controls). The prevalence of Bacteroidetes and Firmicutes were reduced, and Proteobacteria was greatly increased in the guts of rats after antibiotic treatment. The antibiotic-induced perturbation of gut microbiota aggravated cholesterol accumulation and liver injury in rats fed a high-cholesterol diet. This may have been due to an increase in intestinal permeability and plasma lipopolysaccharide (LPS), which lead to an increase in LPS absorption and activation of TLR4 signaling, resulting in the synthesis of pro-inflammatory cytokines and chemokines in liver tissues. This study suggests that imbalances in gut microbiota may be a predisposing factor for the onset of metabolic diseases and liver injuries related to cholesterol and high-cholesterol diets. Modulation of gut microbiota could be a novel target for preventing cholesterol-related metabolic disorders.",2015 Nov,"Hu X, Wang T, Liang S, Li W, Wu X, Jin F",antibiotic induced imbalances in gut microbiota aggravates cholesterol accumulation and liver injuries in rats fed a high cholesterol diet,9111-22,eng,8406612,Applied microbiology and biotechnology,doi: 10.1007/s00253-015-6753-4,citation,NA,NA,NA,2015/11/01 00:00,Hu X,8,3
23085891,"Multiple characteristics of industrialization have been proposed to contribute to the global emergence of inflammatory bowel diseases (IBDs: Crohn disease and ulcerative colitis). Major changes in eating habits during the last decades and the effectiveness of exclusive enteral nutrition in the treatment of Crohn disease indicate the etiologic importance of dietary intake in IBDs. A uniform characteristic of nutrition in developing countries (where the incidence of IBD is low) and exclusive enteral nutrition is their consistent nature for prolonged periods; however, the potentially beneficial effect of dietary monotony in respect to mammalian intestinal inflammation has not been examined.The association between alternating (2 different complete chows) and persistent regular diets, and dextran sulfate sodium colitis susceptibility in C57BL/6J mice was studied. Colonic mucosal microbiota changes were investigated by high-throughput pyrosequencing of the 16S rRNA gene.The severity of colitis increased upon dietary alternation compared with consistent control feeding. The microbiota of the alternating nutritional group clustered discretely from both control groups.Our findings highlight that monotonous dietary intake may decrease mammalian vulnerability against colitis in association with microbiota separation. The epidemiologic and therapeutic implications of our results are also discussed.",2013 May,"Nagy-Szakal D, Mir SA, Ross MC, Tatevian N, Petrosino JF, Kellermayer R",monotonous diets protect against acute colitis in mice epidemiologic and therapeutic implications,544-50,eng,8211545,Journal of pediatric gastroenterology and nutrition,doi: 10.1097/MPG.0b013e3182769748,citation,NA,NA,NA,2013/05/01 00:00,Nagy-Szakal D,8,4
26185332,"Diet-induced obesity is often modeled by comparing mice fed high-fat diet (HFD), which is made from purified ingredients, vs. normal chow diet (NCD), which is a low-fat assemblage of relatively unrefined plant and animal products. The mechanism by which HFD promotes adiposity is complex but thought to involve low-grade inflammation and altered gut microbiota. The goal of this study was to investigate the extent to which HFD-induced adiposity is driven by fat content vs. other factors that differentiate HFD vs. NCD. Mice were fed NCD, HFD, or other compositionally defined diets (CDD), designed to mimic NCD and/or explore the role of HFD components. A range of metabolic parameters reflecting low-grade inflammation and adiposity were assayed. Relative to NCD, HFD, and to a lesser, but, nonetheless, significant extent, CDD induced increased adiposity, indicating both lipid content and other aspects of HFD are obesogenic. Moreover, HFD and CDD induced a rapid and marked loss of cecal and colonic mass. Such CDD-induced effects were not affected by adjusting dietary protein levels/types but could be largely eliminated by exchanging insoluble fiber (cellulose) for soluble fiber (inulin). Replacing cellulose with inulin in HFD also protected mice against decreased intestinal mass, hyperphagia, and increased adiposity. Such beneficial effects of inulin were microbiota dependent, correlated with elevated fecal short-chain fatty acid levels analyzed via (1)H-NMR-based metabolomics and were partially recapitulated by administration of short-chain fatty acid. HFD-induced obesity is strongly promoted by its lack of soluble fiber, which supports microbiota-mediated intestinal tissue homeostasis that prevents inflammation driving obesity and metabolic syndrome.Copyright © 2015 the American Physiological Society.",2015 Oct 1,"Chassaing B, Miles-Brown J, Pellizzon M, Ulman E, Ricci M, Zhang L, Patterson AD, Vijay-Kumar M, Gewirtz AT",lack of soluble fiber drives diet induced adiposity in mice,G528-41,eng,100901227,American journal of physiology. Gastrointestinal and liver physiology,doi: 10.1152/ajpgi.00172.2015,citation,NA,NA,NA,2015/10/01 00:00,Chassaing B,8,7
